oid	text	category
777777873	Я хотел бы выразить свою жалобу на отношение персонала.	ostavit_zhalobu
777777874	Моя претензия касается скорости рассмотрения моего запроса.	ostavit_zhalobu
777777875	Моя жалоба связана с непрозрачностью условий залога.	ostavit_zhalobu
777777876	У меня возникла серьезная претензия к процессу оценки.	ostavit_zhalobu
777777877	Я хотел бы выразить свою претензию на сроки выкупа.	ostavit_zhalobu
777777878	Моя жалоба касается неполной информации о документах.	ostavit_zhalobu
777777879	У меня имеется серьезная претензия к комиссионным платежам.	ostavit_zhalobu
777777880	Я хотел бы выразить свою жалобу на отсутствие гибкости.	ostavit_zhalobu
777777881	Моя претензия связана с непонятной политикой процентов.	ostavit_zhalobu
777777882	Моя жалоба касается неясных условий страховки залога.	ostavit_zhalobu
777777883	У меня возникла серьезная претензия к скорости рассмотрения.	ostavit_zhalobu
777777884	Я хотел бы выразить свою претензию на качество обслуживания.	ostavit_zhalobu
777777885	Моя жалоба связана с отсутствием информации о штрафах.	ostavit_zhalobu
777777886	У меня имеется серьезная претензия к непонятной процедуре оформления.	ostavit_zhalobu
777777887	Я хотел бы выразить свою жалобу на невозможность досрочного выкупа.	ostavit_zhalobu
777777888	Моя претензия касается непонятных условий продления срока.	ostavit_zhalobu
777777889	Моя жалоба связана с непрофессиональным отношением к клиентам.	ostavit_zhalobu
777777890	У меня возникла серьезная претензия к пропуску важной информации.	ostavit_zhalobu
777777891	Я хотел бы выразить свою претензию на отсутствие подробного договора.	ostavit_zhalobu
777777892	Моя жалоба касается задержки в оформлении документов залога.	ostavit_zhalobu
777777893	У меня имеется серьезная претензия к непонятной политике штрафов.	ostavit_zhalobu
777777894	Я хотел бы выразить свою жалобу на сложность процедуры залога.	ostavit_zhalobu
777777895	Моя претензия связана с несоответствием описания оценки драгоценностей.	ostavit_zhalobu
777777896	Моя жалоба касается недостаточной конфиденциальности при оценке.	ostavit_zhalobu
777777897	У меня возникла серьезная претензия к непонятной формуле расчета процентов.	ostavit_zhalobu
777777898	Я хотел бы выразить свою претензию на отсутствие информации о сроках выкупа.	ostavit_zhalobu
777777899	Моя жалоба связана с недостаточной прозрачностью в оценке ценностей.	ostavit_zhalobu
777777900	У меня имеется серьезная претензия к дополнительным скрытым платежам.	ostavit_zhalobu
777777901	Я хотел бы выразить свою жалобу на отсутствие возможности частичного выкупа.	ostavit_zhalobu
777777902	Моя претензия касается непонятной процедуры оценки и установления цены.	ostavit_zhalobu
777777903	Моя жалоба связана с отсутствием подробной информации о правилах оценки.	ostavit_zhalobu
777777904	У меня возникла серьезная претензия к невозможности изменения условий залога.	ostavit_zhalobu
777777905	Я хотел бы выразить свою претензию на отсутствие гибкости в системе штрафов.	ostavit_zhalobu
777777906	Моя жалоба касается непонятных положений в договоре залога.	ostavit_zhalobu
777777907	У меня имеется серьезная претензия к непонятной процедуре уточнения стоимости.	ostavit_zhalobu
777777908	Я хотел бы выразить свою жалобу на ограничения в сроках продления залога.	ostavit_zhalobu
777777909	Моя претензия связана с недостаточной информацией о возможности досрочного выкупа.	ostavit_zhalobu
777777910	Моя жалоба касается длительности процесса оформления документов при залоге.	ostavit_zhalobu
777777911	У меня возникла серьезная претензия к невозможности получения детального отчета об оценке.	ostavit_zhalobu
777777912	Я хотел бы выразить свою претензию на отсутствие возможности выбора даты и срока выкупа.	ostavit_zhalobu
777777913	Моя жалоба связана с непонятными штрафами и комиссионными платежами при выкупе.	ostavit_zhalobu
777777914	У меня имеется серьезная претензия к непрозрачной политике расчета процентов при залоге.	ostavit_zhalobu
777777915	Я хотел бы выразить свою жалобу на отсутствие разъяснений по вопросам оценки и страхования.	ostavit_zhalobu
777777916	Моя претензия касается недостаточной информации о возможных последствиях неуплаты процентов.	ostavit_zhalobu
777777917	Моя жалоба касается задержек в предоставлении документов о стоимости заложенного имущества.	ostavit_zhalobu
777777918	У меня возникла серьезная претензия к непонятной формуле расчета процентов при продлении срока.	ostavit_zhalobu
777777919	Я хотел бы выразить свою пр	ostavit_zhalobu
777777921	Я хотел бы выразить свою претензию на отсутствие информации о возможности частичного выкупа имущества.	ostavit_zhalobu
777777922	Моя жалоба связана с недостаточной прозрачностью в процессе оценки ценностей и установления стоимости.	ostavit_zhalobu
777777923	У меня имеется серьезная претензия к скрытым платежам и неясным комиссиям при досрочном выкупе залога.	ostavit_zhalobu
777777924	Я хотел бы выразить свою жалобу на отсутствие возможности частичного выкупа заложенного имущества в течение срока залога.	ostavit_zhalobu
777777925	Моя претензия касается непонятной процедуры оценки драгоценностей и ограничений в правилах страхования.	ostavit_zhalobu
777777926	Моя жалоба касается недостаточной информации о возможности досрочного выкупа и неясных штрафах при просрочке.	ostavit_zhalobu
777777927	У меня возникла серьезная претензия к отсутствию подробного отчета об оценке и детальных условий оформления документов.	ostavit_zhalobu
777777928	Я хотел бы выразить свою жалобу на ограничения в правилах продления залога и отсутствие консультации по вопросам обслуживания.	ostavit_zhalobu
777777929	Моя претензия связана с неясной политикой увеличения процентов при продлении срока и отсутствием опций по уточнению условий залога.	ostavit_zhalobu
777777930	Моя жалоба касается длительных задержек в рассмотрении документов и непрозрачности в правилах оценки и оформления залога.	ostavit_zhalobu
777777931	У меня возникла серьезная претензия к неоправданно высоким штрафам за просрочку и неясной процедуре урегулирования задолженности.	ostavit_zhalobu
777777932	Я хотел бы выразить свою жалобу на ограничения в возможности досрочного выкупа и недостаточной информации о последствиях несвоевременной оплаты процентов.	ostavit_zhalobu
777777933	Моя претензия касается неясной процедуры оценки имущества и ограничений в правилах страхования при залоге.	ostavit_zhalobu
777777934	Моя жалоба связана с отсутствием консультации по вопросам выкупа и неясной формулой расчета процентов при реструктуризации залога.	ostavit_zhalobu
777777935	У меня возникла серьезная претензия к непонятным комиссиям при досрочном выкупе и задержкам в предоставлении документов о стоимости имущества.	ostavit_zhalobu
777777936	Я хотел бы выразить свою жалобу на ограничения в сроках продления залога и неясности в политике начисления процентов при пролонгации срока.	ostavit_zhalobu
777777937	Моя претензия касается недостаточной информации о возможности частичного выкупа и непонятной процедуры уточнения ценности и стоимости заложенного имущества.	ostavit_zhalobu
777777938	Моя жалоба касается длительных задержек в оформлении документов и непрозрачности в правилах оценки ценностей и установления стоимости имущества.	ostavit_zhalobu
777777939	У меня возникла серьезная претензия к неоправданно высоким штрафам за просрочку и непонятной процедуре урегулирования задолженности при невыплате процентов.	ostavit_zhalobu
777777940	Я хотел бы выразить свою жалобу на ограничения в возможности досрочного выкупа и непонятной формуле расчета процентов при реструктуризации залога.	ostavit_zhalobu
777777941	Моя претензия связана с непонятными комиссиями при досрочном выкупе и длительными задержками в предоставлении документов о стоимости имущества и оценке ценностей.	ostavit_zhalobu
777777942	Моя жалоба касается ограничений в сроках продления залога и неясностей в политике начисления процентов при пролонгации срока и непрозрачности в процедурах реструктуризации.	ostavit_zhalobu
777777943	У меня возникла серьезная претензия к недостаточной информации о возможности частичного выкупа и неясности в процедурах уточнения ценности и стоимости заложенного имущества при залоге.	ostavit_zhalobu
777777944	Моя жалоба касается длительных задержек в оформлении документов и непрозрачности в правилах оценки ценностей и установления стоимости имущества при продлении залога и при реструктуризации.	ostavit_zhalobu
777777945	У меня возникла серьезная претензия к неоправданно высоким штрафам за просрочку и непонятной процедуре урегулирования задолженности при невыплате процентов при продлении и при реструктуризации залог	ostavit_zhalobu
777777947	У меня имеется серьезная претензия к процедуре оценки.	ostavit_zhalobu
777777948	Я хотел бы выразить свою претензию относительно комиссии.	ostavit_zhalobu
777777949	Моя жалоба касается качества оценки ценностей.	ostavit_zhalobu
777777950	У меня возникла претензия к срокам выкупа.	ostavit_zhalobu
777777951	Я хотел бы выразить свою жалобу на скрытые платежи.	ostavit_zhalobu
777777952	Моя претензия связана с недостаточной информацией о ставках.	ostavit_zhalobu
777777953	Моя жалоба касается отсутствия четких инструкций.	ostavit_zhalobu
777777954	У меня имеется серьезная претензия к скрытым комиссиям.	ostavit_zhalobu
777777955	Я хотел бы выразить свою претензию к процентной ставке.	ostavit_zhalobu
777777956	Моя жалоба связана с непонятными правилами залога.	ostavit_zhalobu
777777957	У меня возникла претензия к отсутствию справедливости.	ostavit_zhalobu
777777958	Я хотел бы выразить свою жалобу на невыгодные условия.	ostavit_zhalobu
777777959	Моя претензия касается недостаточной информации о процессе.	ostavit_zhalobu
777777960	Моя жалоба касается непрозрачности тарифов и комиссий.	ostavit_zhalobu
777777961	У меня имеется серьезная претензия к отсутствию четкости.	ostavit_zhalobu
777777962	Я хотел бы выразить свою претензию к скрытым платежам.	ostavit_zhalobu
777777963	Моя жалоба связана с недостаточным объяснением правил.	ostavit_zhalobu
777777964	У меня возникла претензия к непонятной политике ломбарда.	ostavit_zhalobu
777777965	Я хотел бы выразить свою жалобу на несправедливое отношение.	ostavit_zhalobu
777777966	Моя претензия касается непонятных требований к залогу.	ostavit_zhalobu
777777967	Моя жалоба касается низкого качества предоставляемых услуг.	ostavit_zhalobu
777777968	У меня имеется серьезная претензия к непрофессионализму персонала.	ostavit_zhalobu
777777969	Я хотел бы выразить свою претензию по поводу скрытых платежей.	ostavit_zhalobu
777777970	Моя жалоба связана с низким уровнем прозрачности условий.	ostavit_zhalobu
777777971	У меня возникла претензия к неясным срокам выкупа.	ostavit_zhalobu
777777972	Я хотел бы выразить свою жалобу на нечестные практики.	ostavit_zhalobu
777777973	Моя претензия касается отсутствия ясности в документах.	ostavit_zhalobu
777777974	Моя жалоба касается недостаточной ясности по поводу сроков.	ostavit_zhalobu
777777975	У меня имеется серьезная претензия к низкому качеству обслуживания.	ostavit_zhalobu
777777976	Я хотел бы выразить свою претензию на скрытые процентные ставки.	ostavit_zhalobu
777777977	Моя жалоба связана с непрофессиональным отношением персонала.	ostavit_zhalobu
777777978	У меня возникла претензия к условиям оценки стоимости.	ostavit_zhalobu
777777979	Я хотел бы выразить свою жалобу на неоправданно высокие комиссии.	ostavit_zhalobu
777777980	Моя претензия касается непрозрачных комиссий и тарифов.	ostavit_zhalobu
777777981	Моя жалоба касается недостаточной прозрачности в документах.	ostavit_zhalobu
777777982	У меня имеется серьезная претензия к отсутствию ясной информации.	ostavit_zhalobu
777777983	Я хотел бы выразить свою претензию по поводу скрытых платежей за оценку.	ostavit_zhalobu
777777984	Моя жалоба связана с непонятными правилами оценки стоимости.	ostavit_zhalobu
777777985	У меня возникла претензия к недостаточной информации о тарифах.	ostavit_zhalobu
777777986	Я хотел бы выразить свою жалобу на невыгодные процентные ставки.	ostavit_zhalobu
777777987	Моя претензия касается непонятных требований к предоставляемым документам.	ostavit_zhalobu
777777988	Моя жалоба касается непрозрачности тарифов и процентных ставок.	ostavit_zhalobu
777777989	У меня имеется серьезная претензия к низкому уровню информирования клиентов.	ostavit_zhalobu
777777990	Я хотел бы выразить свою претензию на недостаточную ясность правил.	ostavit_zhalobu
777777991	Моя жалоба связана с отсутствием объективности в оценке стоимости.	ostavit_zhalobu
777777992	У меня возникла претензия к несправедливому отношению к клиентам.	ostavit_zhalobu
777777993	Я хотел бы выразить свою жалобу на недобросовестные практики оценки.	ostavit_zhalobu
777777994	Моя претензия касается неоправданно высоких комиссий за услуги.	ostavit_zhalobu
777777995	Моя жалоба касается непрофессионального поведения сотрудников ломбарда	ostavit_zhalobu
777777996	Интересуюсь доступными вакансиями в ломбарде.	rabota
777777997	Хочу узнать, какие есть свободные места.	rabota
777777998	Заинтересован в возможности работы в ломбарде.	rabota
777777999	Хотел бы подать заявку на работу.	rabota
777778000	Ищу информацию о вакансиях в ломбарде.	rabota
777778001	Желаю присоединиться к вашей профессиональной команде.	rabota
777778002	Интересует возможность развития в вашем ломбарде.	rabota
777778003	Хочу узнать, как мне подать заявку.	rabota
777778004	Интересен опыт работы в ломбарде.	rabota
777778005	Желаю узнать больше о вашей компании.	rabota
777778006	Меня интересует работа в вашем ломбарде.	rabota
777778007	Хотел бы узнать о возможных вакансиях.	rabota
777778008	Интересен опыт работы с ценностями в ломбарде.	rabota
777778009	Ищу информацию о работе в ломбарде.	rabota
777778010	Желаю узнать больше о требованиях к кандидатам.	rabota
777778011	Интересует возможность карьерного роста в компании.	rabota
777778012	Хотел бы присоединиться к вашей динамичной команде.	rabota
777778013	Ищу новые возможности в сфере финансов.	rabota
777778014	Заинтересован в работе с клиентами в ломбарде.	rabota
777778015	Желаю узнать о перспективах работы в ломбарде.	rabota
777778016	Интересует возможность применения знаний в финансовой сфере.	rabota
777778017	Хотел бы узнать, какие навыки требуются.	rabota
777778018	Ищу работу с возможностью профессионального роста.	rabota
777778019	Заинтересован в работе с ценностями и драгоценностями.	rabota
777778020	Желаю узнать о вакансиях с хорошими перспективами.	rabota
777778021	Интересует возможность работы в динамичной команде.	rabota
777778022	Хотел бы присоединиться к вашему профессиональному коллективу.	rabota
777778023	Ищу работу, где смогу применить свои навыки.	rabota
777778024	Заинтересован в работе, связанной с финансами и ценностями.	rabota
777778025	Желаю узнать больше о требованиях к соискателям.	rabota
777778026	Интересует возможность профессионального роста и развития.	rabota
777778027	Хотел бы узнать, какие навыки важны для работы.	rabota
777778028	Ищу работу, где смогу развиваться профессионально.	rabota
777778029	Заинтересован в работе, где будут ценить мой опыт.	rabota
777778030	Желаю узнать о возможностях для карьерного роста.	rabota
777778031	Интересует возможность работы с разнообразными клиентами.	rabota
777778032	Хотел бы присоединиться к вашей дружной команде.	rabota
777778033	Ищу работу, которая позволит развивать мои навыки.	rabota
777778034	Заинтересован в работе, где можно применить знания.	rabota
777778035	Желаю узнать о вакансиях с высокой заработной платой.	rabota
777778036	Интересует возможность работы в стабильной компании.	rabota
777778037	Хотел бы узнать, какие возможности есть для роста.	rabota
777778038	Ищу работу, где смогу проявить свои таланты.	rabota
777778039	Заинтересован в работе, которая предоставит новые возможности.	rabota
777778040	Желаю узнать о вакансиях с хорошими бенефитами.	rabota
777778041	Интересует возможность работы в дружном коллективе.	rabota
777778042	Хотел бы присоединиться к вашей успешной команде.	rabota
777778043	Ищу работу, где смогу учиться на практике.	rabota
777778044	Заинтересован в работе, которая предоставит интересные задачи.	rabota
777778045	Желаю узнать о вакансиях, где ценят профессионализм.	rabota
777778046	Интересует возможность работы в крупной компании.	rabota
777778047	Хотел бы узнать, какие требования к кандидатам.	rabota
777778048	Ищу работу, где смогу развивать свои навыки.	rabota
777778049	Заинтересован в работе, которая предоставит рост карьеры.	rabota
777778050	Желаю узнать о вакансиях с интересными проектами.	rabota
777778051	Интересует возможность работы в амбициозном коллективе.	rabota
777778053	Ищу работу, где смогу проявить свои способности.	rabota
777778054	Заинтересован в работе, где ценят профессиональное развитие.	rabota
777778055	Желаю узнать о вакансиях с возможностью карьерного роста.	rabota
777778056	Интересует возможность работы в стабильной и успешной компании.	rabota
777778057	Хотел бы узнать, какие возможности предоставляет компания.	rabota
777778058	Ищу работу, где смогу применить свои навыки и знания.	rabota
777778059	Заинтересован в работе, которая предоставит опыт и знания.	rabota
777778060	Желаю узнать о вакансиях с возможностью профессионального роста.	rabota
777778061	Интересует возможность работы с квалифицированными профессионалами.	rabota
777778062	Хотел бы присоединиться к вашей профессиональной и дружной команде.	rabota
777778063	Ищу работу, где смогу получить новый опыт и знания.	rabota
777778064	Заинтересован в работе, где ценят труд и преданность.	rabota
777778065	Желаю узнать о вакансиях с высоким потенциалом для развития.	rabota
777778066	Интересует возможность работы в успешной и динамичной среде.	rabota
777778067	Хотел бы узнать, какие возможности есть для профессионального роста.	rabota
777778068	Ищу работу, где смогу вносить значимый вклад.	rabota
777778069	Заинтересован в работе, которая предоставит возможности для роста.	rabota
777778070	Желаю узнать о вакансиях с возможностью профессионального развития.	rabota
777778071	Интересует возможность работы в дружном и сплоченном коллективе.	rabota
777778072	Хотел бы присоединиться к вашей профессиональной и динамичной команде.	rabota
777778073	Ищу работу, где смогу использовать свои знания и опыт.	rabota
777778074	Заинтересован в работе, где ценят индивидуальный подход к клиентам.	rabota
777778075	Желаю узнать о вакансиях с хорошими перспективами для развития.	rabota
777778076	каталог изделий мне нужен	smotret_katalog
777778077	Почём продаете золотые изделия?	tsena_zolota
777778078	Купить коньки для лошади	smotret_katalog
777778079	сколько стоит шуба	smotret_katalog
777778080	как найти чайник	smotret_katalog
777778081	Смотреть каталог	smotret_katalog
777778082	дайте ссылку на ваш каталог	smotret_katalog
777778083	каталог	smotret_katalog
777778084	Где найти ваш каталог товаров?	smotret_katalog
777778085	Покажите мне ассортимент ваших изделий, пожалуйста.	smotret_katalog
777778086	Интересует каталог ювелирных изделий, можете подсказать?	smotret_katalog
777778087	Цены на золотые украшения в вашем каталоге?	tsena_zolota
777778088	Покажите, пожалуйста, ваш каталог золотых изделий.	tsena_zolota
777778089	Хочу приобрести что-то из вашего каталога, где его можно посмотреть?	smotret_katalog
777778090	Какие есть категории в вашем каталоге товаров?	smotret_katalog
777778091	Сколько стоят ваши изделия из золота?	tsena_zolota
777778092	Мне нужен каталог с ценами на ювелирные изделия.	smotret_katalog
777778093	Где найти полный каталог ваших товаров?	smotret_katalog
777778094	Какие товары есть в вашем каталоге?	smotret_katalog
777778095	Цены на золотые украшения доступны в каталоге?	tsena_zolota
777778096	Где можно увидеть полный ассортимент вашего магазина?	smotret_katalog
777778097	Хочу подарок, посоветуйте что-то из вашего каталога.	smotret_katalog
777778098	Какие есть скидки на товары из каталога?	smotret_katalog
777778099	Где посмотреть каталог товаров для лошадей?	smotret_katalog
777778100	Есть ли в вашем каталоге товары для верховой езды?	smotret_katalog
777778101	Хочу купить коньки для лошади, есть ли они в вашем каталоге?	smotret_katalog
777778102	Какие цены на коньки для лошадей у вас в каталоге?	smotret_katalog
777778103	Где найти информацию о шубах в вашем каталоге?	smotret_katalog
777778104	Какие модели шуб у вас есть в наличии?	smotret_katalog
777778105	Цены на шубы доступны в вашем каталоге?	smotret_katalog
777778106	Где найти шубы в вашем онлайн-магазине?	smotret_katalog
777778107	Как выбрать подходящую шубу из вашего каталога?	smotret_katalog
777778108	Сколько стоит средняя шуба в вашем каталоге?	smotret_katalog
777778109	Как выбрать чайник из вашего ассортимента?	smotret_katalog
777778110	Есть ли в вашем каталоге чайники с автоматическим выключением?	smotret_katalog
777778111	Где найти чайники с различными функциями в вашем каталоге?	smotret_katalog
777778112	Подскажите, какие бренды чайников у вас представлены в каталоге?	smotret_katalog
777778113	Смотрел каталог, но не нашел подходящий чайник. Можете посоветовать?	smotret_katalog
777778114	Какие бренды чайников у вас в наличии?	smotret_katalog
777778115	Посоветуйте чайник с функцией поддержания температуры из вашего каталога.	smotret_katalog
777778116	Где найти ссылку на ваш полный каталог товаров?	smotret_katalog
777778117	Могу ли я получить каталог товаров по электронной почте?	smotret_katalog
777778118	Есть ли у вас печатный каталог или только онлайн версия?	smotret_katalog
777778119	Как часто обновляется ваш каталог товаров?	smotret_katalog
777778120	Хочу подписаться на рассылку новостей о вашем каталоге. Как это сделать?	smotret_katalog
777778121	Какие сроки доставки товаров из каталога?	smotret_katalog
777778122	Где почитать отзывы о товарах из вашего каталога?	smotret_katalog
777778123	Хочу сделать заказ из каталога, какие условия доставки?	smotret_katalog
777778124	Есть ли у вас акции или специальные предложения на товары из каталога?	smotret_katalog
777778125	Какие условия гарантии на товары из вашего каталога?	smotret_katalog
777778126	Где можно узнать о бонусной программе для постоянных клиентов из каталога?	smotret_katalog
777778127	Существует ли возможность вернуть товар из каталога, если он не подходит?	smotret_katalog
777778128	Какие способы оплаты доступны при заказе из каталога?	smotret_katalog
777778129	Какие преимущества у вас в каталоге по сравнению с другими магазинами?	smotret_katalog
777778130	Можно ли у вас заказать что-то, что отсутствует в каталоге?	smotret_katalog
777778131	Где найти информацию о размерах товаров из каталога?	smotret_katalog
777778132	Подскажите, как оформить заказ из вашего каталога через мобильное приложение?	smotret_katalog
777778133	Есть ли у вас скидки для новых клиентов из каталога?	smotret_katalog
777778134	Есть предложение	sotrudnichestvo
777778135	Могу размесить у себя вашу рекламу	sotrudnichestvo
777778136	Интересует реклама	sotrudnichestvo
777778137	Хотел бы открыть свой ломбард, интересует партнерство	sotrudnichestvo
777778138	Сотрудничество	sotrudnichestvo
777778139	Предлагаю вам отличное предложение.	sotrudnichestvo
777778140	Готов разместить вашу рекламу у себя. Какие условия?	sotrudnichestvo
777778141	Рассматриваю вопрос о размещении рекламы. Есть детали?	sotrudnichestvo
777778142	Подумываю о рекламе. Какие ваши условия?	sotrudnichestvo
777778143	Если у вас есть рекламное предложение, я готов его рассмотреть.	sotrudnichestvo
777778144	Интересен вопрос рекламы. Расскажите подробнее.	sotrudnichestvo
777778145	Планирую открыть ломбард и рассматриваю возможность партнерства.	sotrudnichestvo
777778146	Хочу обсудить возможность размещения вашей рекламы в моем ломбарде.	sotrudnichestvo
777778147	Рассматриваю варианты сотрудничества в рекламной сфере.	sotrudnichestvo
777778148	Интересует предложение о партнерстве в сфере рекламы.	sotrudnichestvo
777778149	Если у вас есть предложение по рекламе, я готов его рассмотреть.	sotrudnichestvo
777778150	Рассматриваю вопрос сотрудничества в сфере размещения рекламы.	sotrudnichestvo
777778151	Готов рассмотреть ваши условия по размещению рекламы.	sotrudnichestvo
777778152	Планирую открыть ломбард и ищу партнеров для сотрудничества.	sotrudnichestvo
777778153	Рассматриваю предложения по размещению рекламы. Что предлагаете?	sotrudnichestvo
777778154	Интересует рекламное сотрудничество. Какие ваши условия?	sotrudnichestvo
777778155	Рассматриваю варианты сотрудничества в сфере рекламы и партнерства.	sotrudnichestvo
777778156	Подумываю о размещении рекламы. Есть какие-то конкретные предложения?	sotrudnichestvo
777778157	Хотел бы обсудить возможность сотрудничества в рекламной сфере.	sotrudnichestvo
777778158	Готов обсудить вопрос размещения вашей рекламы у меня. Какие условия?	sotrudnichestvo
777778159	Планирую открыть ломбард и интересуюсь вопросом партнерства.	sotrudnichestvo
777778160	Рассматриваю предложения по сотрудничеству в рекламной сфере.	sotrudnichestvo
777778161	Интересует вопрос рекламы. Какие у вас условия?	sotrudnichestvo
777778162	Подумываю о сотрудничестве. Есть ли у вас предложения?	sotrudnichestvo
777778163	Готов обсудить возможности партнерства в открытии ломбарда.	sotrudnichestvo
777778164	Рассматриваю варианты размещения рекламы. Какие у вас цены?	sotrudnichestvo
777778165	Планирую открыть ломбард и рассматриваю предложения о партнерстве.	sotrudnichestvo
777778166	Интересует реклама. Можете подробнее рассказать?	sotrudnichestvo
777778167	Готов рассмотреть ваше предложение по сотрудничеству в сфере рекламы.	sotrudnichestvo
777778168	Рассматриваю вопрос размещения рекламы. Есть ли у вас примеры работ?	sotrudnichestvo
777778169	Хотел бы узнать больше о возможностях сотрудничества в рекламной сфере.	sotrudnichestvo
777778170	Интересует рекламное сотрудничество. Какие у вас условия работы?	sotrudnichestvo
777778171	Подумываю о партнерстве. Какие условия сотрудничества у вас?	sotrudnichestvo
777778172	Готов рассмотреть ваше предложение по размещению рекламы.	sotrudnichestvo
777778173	Планирую открыть ломбард и ищу партнеров для взаимовыгодного сотрудничества.	sotrudnichestvo
777778174	Интересует реклама. Есть ли у вас специальные предложения?	sotrudnichestvo
777778175	Рассматриваю варианты сотрудничества в сфере размещения рекламы.	sotrudnichestvo
777778176	Подумываю о рекламе. Можете подробнее рассказать о ваших услугах?	sotrudnichestvo
777778177	Готов рассмотреть ваши предложения по рекламе и сотрудничеству.	sotrudnichestvo
777778178	Интересует вопрос партнерства. Какие у вас возможности?	sotrudnichestvo
777778179	Рассматриваю вопрос размещения рекламы. Какие у вас тарифы?	sotrudnichestvo
777778180	Планирую открыть ломбард и интересуюсь возможностью партнерства.	sotrudnichestvo
777778181	Интересует рекламное сотрудничество. Есть ли у вас опыт работы с другими партнерами?	sotrudnichestvo
777778182	Готов обсудить условия размещения вашей рекламы у меня.	sotrudnichestvo
777778183	Рассматриваю предложения о сотрудничестве в рекламной сфере. Какие у вас идеи?	sotrudnichestvo
777778184	Подумываю о партнерстве. Есть ли у вас примеры успешного сотрудничества?	sotrudnichestvo
777778185	Готов обсудить вопрос размещения рекламы. Какие у вас возможности?	sotrudnichestvo
777778186	Интересует реклама. Можете рассказать, какие форматы рекламы	sotrudnichestvo
777778187	Есть предложение по выкупу от третьего лица.	vykup_tretyego_litsa
777778188	Рассматриваю вариант выкупа третьим лицом. Какие условия?	vykup_tretyego_litsa
777778189	Планирую выкупить товар через посредника. Какие шаги предпринять?	vykup_tretyego_litsa
777778190	Интересует услуга выкупа товара третьим лицом. Как это работает?	vykup_tretyego_litsa
777778191	Хочу узнать больше о возможности выкупа от третьего лица.	vykup_tretyego_litsa
777778192	Рассматриваю вопрос выкупа товара через третье лицо. Как это организовать?	vykup_tretyego_litsa
777778193	Готов выкупить товар, используя третье лицо. Какие детали?	vykup_tretyego_litsa
777778194	Интересует услуга по выкупу третьим лицом. Есть ли ограничения?	vykup_tretyego_litsa
777778195	Рассматриваю возможность выкупа через третье лицо. Какие гарантии?	vykup_tretyego_litsa
